"Academic Yr","Year Term","Semester","Ungrad Grad","Entry Status","College/School","Academic Division","Academic Department","Major Short Nm","Student Headcount",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Peace & Conflict Studies","64",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Political Economy","221",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Linguistics","Linguistics","64",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","434",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Psychology","Psychology","351",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","226",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undeclared","L&S Undeclared","Letters & Sci Undeclared","8950",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","American Studies","79",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Interdisciplinary Studies","124",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Media Studies","244",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Religious Studies","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Haas School of Business","Haas School of Business","Business","Business Administration","544",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Ag & Resource Econ & Pol","Environ Econ & Policy","176",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Conserv & Resource Stds","84",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Environmental Sciences","214",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry & Natural Resources","29",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Molecular Environ Biology","274",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Society and Environment","131",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Molecular Toxicology","25",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nut Sci-Physio & Metabol","74",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Sci-Dietetics","30",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Sci-Toxicology","13",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Science","117",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Other Clg of Natural Res Pgms","CNR Undeclared","172",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Genetics & Plant Biology","47",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Microbial Biology","101",""
"2015-16","2015 Fall","Fall","Undergraduate","Freshman Entrant","UCB Extension","FPF-Undergraduate Div","FPF-General","UCB Ext - FPF Undeclared","746",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Elec Eng & Computer Sci - CDSS","CDSS Computer Science","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Administered Programs","L&S Legal Studies","L&S Legal Studies","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Administered Programs","L&S Social Welfare","L&S Social Welfare","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","Other Arts & Humanities Pgms","Humanities Field Major","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Theater & Perf Studies","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Cell & Dev Biology","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Native American Studies","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","History","History","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Middle Eastern Studies","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Undeclared","L&S Undeclared","Letters & Sci Undeclared","9",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Interdisciplinary Studies","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Conserv & Resource Stds","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Other","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry & Natural Resources","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/MSE Joint Major","24",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/NE Joint Major","7",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","70",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","28",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","54",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Elec Eng & Computer Sci - CDSS","CDSS Computer Science","75",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","93",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Bioengineering","Bioengineering","14",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Civil & Environmental Eng","Civil Engineering","49",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","198",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","BioE/MSE Joint Major","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/MSE Joint Major","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/NE Joint Major","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","MSE/ME Joint Major","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Energy Engineering","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Eng Math & Statistics","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Engineering Physics","11",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Environmental Eng Science","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Industrial Eng & Ops Rsch","18",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Science & Eng","12",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","150",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","120",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","Urban Studies","24",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Sustainable Environ Dsgn","13",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Architecture","12",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Chemistry","L&S Chemistry","8",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Legal Studies","L&S Legal Studies","64",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Ops Rsch & Mgmt Sci","L&S Ops Research & Mgmt Sci","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Public Health","L&S Public Health","19",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Social Welfare","L&S Social Welfare","76",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Civilizations","8",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Languages","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Art Practice","Art","37",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Comparative Literature","Comparative Literature","13",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Chinese Language","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Japanese Language","6",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","260",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film","33",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","French","French","14",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","German","German","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","History of Art","History of Art","26",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Italian Studies","Italian Studies","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Civilizations","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Lang & Lit","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Music","Music","26",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","123",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","48",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Celtic Studies","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Scandinavian","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Slavic Languages & Literatures","Slavic Lang & Lit","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Hisp Lang/Biling Iss","10",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Iberian Lang & Lit","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Latin-Amer Lang & Lit","7",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Spanish Lang & Lit","8",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Dance & Perf Studies","7",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Theater & Perf Studies","23",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","21",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Biochem & Mol Biol","10",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Cell & Dev Biology","14",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Genetics","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Immunology","10",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Neurobiology","13",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","11",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Environmental Earth Science","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geology","7",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geophysics","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Marine Science","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Planetary Science","2",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","84",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","44",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Physics","Physics","84",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","African American Studies","African American Studies","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","129",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","209",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Asian Am & Asian Diasp St","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Chicano Studies","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Ethnic Studies","16",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Native American Studies","1",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Gender & Womens Studies","Gender & Womens Studies","16",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Geography","Geography","30",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","History","History","92",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Asian Studies","3",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Asian Studies - China","4",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Cognitive Science","34",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Development Studies","29",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Latin American Studies","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Peace & Conflict Studies","29",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Interdisc Social Science Pgms","Political Economy","56",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Linguistics","Linguistics","30",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","360",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Psychology","Psychology","272",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","245",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Undeclared","L&S Undeclared","Letters & Sci Undeclared","1358",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","American Studies","28",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Interdisciplinary Studies","72",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Media Studies","140",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Clg of Letters & Science","L&S Undergrad Studies Division","UG Interdisciplinary Studies","Religious Studies","6",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Haas School of Business","Haas School of Business","Business","Business Administration","182",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Ag & Resource Econ & Pol","Environ Econ & Policy","91",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Conserv & Resource Stds","40",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Environmental Sciences","25",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry & Natural Resources","9",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Molecular Environ Biology","23",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Society and Environment","41",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nut Sci-Physio & Metabol","12",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Sci-Dietetics","18",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Nutritional Sciences & Tox","Nutritional Sci-Toxicology","5",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Genetics & Plant Biology","8",""
"2015-16","2015 Fall","Fall","Undergraduate","Transfer Entrant","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Microbial Biology","21",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Berkeley School of Education","Berkeley School of Education","Education","Education","224",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Berkeley School of Education","Berkeley School of Education","Education","Educational Leadership","29",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Berkeley School of Education","Berkeley School of Education","Education","Special Education","20",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Berkeley School of Education","Berkeley School of Education","Education","Teacher Education","37",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Berkeley School of Education","Berkeley School of Education","Science & Math Educ Grad Grp","Science & Math Education","12",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","138",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","356",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Computational Biology Grad Grp","Computational Biology","14",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","85",""
"2015-16","2016 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Applied Sci & Tech Grad Grp","Applied Science & Tech","43",""
